Ano,Mandante,Visitante,Placar_mandante,Placar_visitante
2015,São Paulo,Atlético-MG,4,2
2015,Vasco,Corinthians,1,1
2015,Chapecoense,Internacional ,1,0
2015,Grêmio,Fluminense ,1,0
2015,Atlético-PR,Palmeiras ,3,3
2015,Avaí,Joinville,2,1
2015,Ponte Preta,Figueirense,0,1
2015,Goias,Coritiba,1,3
2015,Cruzeiro,Sport Recife,3,0
2015,Sport Recife,Grêmio,1,0
2015,Joinville ,Santos,0,0
2015,Cruzeiro,São Paulo,2,1
2015,Figueirense,Atlético-MG,0,1
2015,Flamengo,Goias,4,1
2015,Palmeiras,Vasco,0,2
2015,Fluminense,Chapecoense,2,3
2015,Atlético-PR,Avaí,2,1
2015,Corinthians,Coritiba,2,1
2015,Internacional,Ponte Preta,1,0
2015,Goias,Internacional,2,1
2015,Vasco,Fluminense ,0,1
2015,Atlético-MG,Corinthians,0,3
2015,Chapecoense,Atlético-PR ,0,0
2015,Grêmio,Flamengo ,2,0
2015,Santos,Palmeiras ,2,1
2015,Coritiba,Figueirense,1,1
2015,Avaí,Cruzeiro,1,1
2015,Ponte Preta,Joinville,1,0
2015,São Paulo,Sport Recife,3,0
2015,Atlético-MG,Ponte Preta,2,1
2015,Goias,Cruzeiro,0,1
2015,Chapecoense,Avaí,0,0
2015,Corinthians,Flamengo ,1,0
2015,Coritiba,São Paulo,1,2
2015,Vasco,Grêmio,0,0
2015,Palmeiras,Sport Recife,0,2
2015,Figueirense,Santos,0,0
2015,Internacional,Joinville,1,0
2015,Fluminense,Atlético-PR,0,1
2015,Sport Recife,Atlético-MG,4,1
2015,Grêmio,Chapecoense ,2,3
2015,Santos,Goias,3,1
2015,Atlético-PR,Corinthians,1,4
2015,Flamengo,Internacional,0,1
2015,São Paulo ,Vasco,2,2
2015,Cruzeiro,Fluminense,2,0
2015,Ponte Preta,Coritiba,3,0
2015,Joinville ,Figueirense,1,0
2015,Avaí,Palmeiras,1,3
2015,Grêmio,Santos ,1,0
2015,Corinthians,Goias,3,0
2015,Vasco,Chapecoense,1,1
2015,Atlético-PR,Cruzeiro,2,2
2015,Fluminense,São Paulo,2,0
2015,Figueirense,Flamengo,3,0
2015,Joinville,Coritiba,3,1
2015,Palmeiras,Ponte Preta,0,1
2015,Atlético-MG,Internacional,2,1
2015,Sport Recife,Avaí,3,0
2015,Chapecoense,Palmeiras,5,1
2015,Cruzeiro,Grêmio,0,0
2015,Goias,Figueirense ,2,3
2015,Ponte Preta,Corinthians,2,2
2015,Santos,Fluminense,3,1
2015,Avaí,Vasco,1,1
2015,Flamengo,Joinville,2,0
2015,São Paulo,Atlético-PR,1,0
2015,Coritiba,Atlético-MG,0,3
2015,Internacional,Sport Recife ,2,1
2015,Cruzeiro ,Coritiba,2,0
2015,Sport Recife,Chapecoense,3,0
2015,Figueirense,Corinthians,1,3
2015,Flamengo,Vasco,1,2
2015,Joinville,Atlético-MG,2,2
2015,São Paulo,Palmeiras,1,1
2015,Atlético-PR,Ponte Preta,1,2
2015,Santos,Internacional,3,1
2015,Grêmio,Avaí,3,1
2015,Fluminense,Goias,2,0
2015,Chapecoense,Cruzeiro ,0,2
2015,Coritiba,Atlético-PR,2,0
2015,Atlético-MG,Flamengo,4,1
2015,Avaí,São Paulo,2,1
2015,Vasco,Sport Recife,2,1
2015,Corinthians,Santos ,2,0
2015,Goias,Joinville,3,0
2015,Ponte Preta,Fluminense,3,1
2015,Internacional,Figueirense,1,1
2015,Palmeiras,Grêmio,3,2
2015,Flamengo,Coritiba,0,2
2015,São Paulo,Chapecoense,0,0
2015,Cruzeiro,Vasco,2,2
2015,Internacional,Corinthians,2,1
2015,Santos,Atlético-MG,4,0
2015,Atlético-PR,Grêmio,1,2
2015,Figueirense,Avaí,0,1
2015,Fluminense,Palmeiras,1,4
2015,Goias,Ponte Preta,1,2
2015,Joinville,Sport Recife,1,1
2015,Avaí,Goias,2,1
2015,Sport Recife,Fluminense,1,0
2015,Chapecoense,Flamengo,1,3
2015,Cruzeiro ,Atlético-MG,1,1
2015,Grêmio,São Paulo,1,2
2015,Vasco,Atlético-PR,2,0
2015,Corinthians,Joinville,3,0
2015,Ponte Preta,Santos,3,1
2015,Palmeiras,Figueirense ,2,0
2015,Coritiba,Internacional,0,1
2015,Flamengo,Cruzeiro,2,0
2015,Joinville,Chapecoense,0,0
2015,Goias,Sport Recife,1,0
2015,Corinthians,Grêmio,1,1
2015,Coritiba,Fluminense,1,1
2015,Santos,São Paulo,3,0
2015,Figueirense,Atlético-PR,1,1
2015,Atlético-MG,Avaí,2,0
2015,Internacional ,Palmeiras ,1,0
2015,Ponte Preta,Vasco,0,1
2015,Sport Recife,Santos,1,1
2015,Avaí,Coritiba,0,2
2015,Fluminense,Flamengo ,1,3
2015,Grêmio,Goias ,2,1
2015,Palmeiras,Corinthians,3,3
2015,Chapecoense,Ponte Preta,0,0
2015,Cruzeiro,Figueirense,5,1
2015,Atlético-PR ,Joinville ,0,0
2015,São Paulo,Internacional,2,0
2015,Vasco,Atlético-MG,1,2
2015,Figueirense,Grêmio,0,2
2015,Santos,Chapecoense,3,1
2015,Corinthians,Fluminense,2,0
2015,Coritiba,Sport Recife,0,0
2015,Goias,Palmeiras,1,0
2015,Atlético-MG,Atlético-PR,0,1
2015,Flamengo,Avaí,3,0
2015,Internacional,Vasco,6,0
2015,Joinville,São Paulo,0,0
2015,Ponte Preta,Cruzeiro,1,2
2015,Atlético-PR,Goias,3,0
2015,Cruzeiro ,Santos,0,1
2015,Chapecoense,Corinthians,1,3
2015,Fluminense,Atlético-MG,1,2
2015,Palmeiras,Joinville,3,2
2015,Sport Recife ,Flamengo,0,1
2015,Avaí,Internacional,3,0
2015,Grêmio,Coritiba,0,0
2015,São Paulo,Ponte Preta,3,0
2015,Vasco,Figueirense,0,1
2015,Atlético-MG,Palmeiras,2,1
2015,Corinthians,Cruzeiro,3,0
2015,Flamengo,São Paulo,2,1
2015,Internacional,Atlético-PR,2,0
2015,Joinville,Fluminense,2,1
2015,Coritiba,Chapecoense,1,0
2015,Ponte Preta,Grêmio,0,0
2015,Figueirense,Sport Recife,2,1
2015,Goias,Vasco,3,0
2015,Santos,Avaí,5,2
2015,Chapecoense,Atlético-MG,2,1
2015,Grêmio,Joinville,2,1
2015,Avaí,Corinthians,1,2
2015,Cruzeiro,Internacional,0,0
2015,Fluminense,Figueirense ,2,1
2015,Sport Recife,Ponte Preta,1,1
2015,Palmeiras,Flamengo,4,2
2015,São Paulo,Goias,0,3
2015,Atlético-PR ,Santos,0,0
2015,Vasco,Coritiba,0,1
2015,Atlético-MG,Grêmio,0,2
2015,Joinville,Cruzeiro,3,0
2015,Ponte Preta,Avaí,2,0
2015,Corinthians,Sport Recife,4,3
2015,Figueirense,São Paulo ,0,2
2015,Internacional,Fluminense ,1,0
2015,Goias,Chapecoense,0,0
2015,Santos,Vasco,1,0
2015,Coritiba,Palmeiras,2,1
2015,Flamengo,Atlético-PR ,3,2
2015,Chapecoense,Figueirense,2,2
2015,Grêmio,Internacional,5,0
2015,Cruzeiro,Palmeiras,2,1
2015,Goias,Atlético-MG,0,0
2015,Ponte Preta,Flamengo,1,0
2015,São Paulo,Corinthians,1,1
2015,Atlético-PR,Sport Recife,1,1
2015,Vasco,Joinville,0,0
2015,Santos,Coritiba,3,0
2015,Avaí,Fluminense,1,0
2015,Sport Recife,Cruzeiro,0,0
2015,Figueirense,Ponte Preta,3,1
2015,Flamengo,Santos,2,2
2015,Internacional,Chapecoense,0,0
2015,Joinville,Avaí,2,0
2015,Coritiba,Goias,1,1
2015,Palmeiras,Atlético-PR,0,1
2015,Fluminense,Grêmio,1,0
2015,Atlético-MG,São Paulo,3,1
2015,Corinthians,Vasco,3,0
2015,Vasco,Palmeiras,1,4
2015,Coritiba,Corinthians,1,1
2015,Goias,Flamengo,0,1
2015,Ponte Preta,Internacional,0,0
2015,São Paulo,Cruzeiro,1,0
2015,Chapecoense,Fluminense ,2,1
2015,Santos,Joinville,2,0
2015,Atlético-MG,Figueirense,1,0
2015,Grêmio,Sport Recife,1,1
2015,Avaí,Atlético-PR,1,2
2015,Cruzeiro,Avaí,1,1
2015,Joinville,Ponte Preta,1,1
2015,Figueirense,Coritiba,0,0
2015,Fluminense,Vasco,1,2
2015,Palmeiras,Santos,1,0
2015,Sport Recife,São Paulo ,2,0
2015,Atlético-PR,Chapecoense,1,0
2015,Corinthians,Atlético-MG,1,0
2015,Flamengo,Grêmio,1,0
2015,Internacional,Goias,2,1
2015,Avaí,Chapecoense,2,1
2015,Sport Recife,Palmeiras,2,2
2015,Atlético-PR,Fluminense,1,2
2015,Cruzeiro,Goias,1,0
2015,Flamengo,Corinthians,0,3
2015,Joinville,Internacional,0,2
2015,São Paulo,Coritiba,3,1
2015,Ponte Preta,Atlético-MG,0,2
2015,Grêmio,Vasco,2,0
2015,Santos,Figueirense,3,0
2015,Fluminense,Cruzeiro,1,0
2015,Corinthians,Atlético-PR,2,0
2015,Atlético-MG,Sport Recife,2,1
2015,Internacional,Flamengo,1,2
2015,Vasco,São Paulo,0,4
2015,Figueirense,Joinville,0,2
2015,Palmeiras,Avaí,3,0
2015,Chapecoense,Grêmio,1,0
2015,Coritiba,Ponte Preta,0,0
2015,Goias,Santos,4,1
2015,Flamengo,Figueirense,1,2
2015,Internacional ,Atlético-MG,1,3
2015,Ponte Preta,Palmeiras,0,2
2015,Goias,Corinthians,0,0
2015,Santos ,Grêmio,1,3
2015,São Paulo,Fluminense,0,0
2015,Avaí,Sport Recife,2,2
2015,Chapecoense,Vasco,1,0
2015,Cruzeiro,Atlético-PR ,2,0
2015,Coritiba,Joinville,0,0
2015,Fluminense,Santos,2,1
2015,Corinthians,Ponte Preta,2,0
2015,Figueirense ,Goias,3,1
2015,Atlético-PR,São Paulo,2,1
2015,Grêmio,Cruzeiro,1,0
2015,Joinville,Flamengo,0,1
2015,Atlético-MG,Coritiba,2,0
2015,Palmeiras,Chapecoense,2,0
2015,Sport Recife,Internacional ,3,0
2015,Vasco,Avaí,1,0
2015,Internacional,Santos ,1,0
2015,Vasco,Flamengo,1,0
2015,Coritiba,Cruzeiro,1,0
2015,Goias,Fluminense ,1,2
2015,Palmeiras,São Paulo,4,0
2015,Ponte Preta,Atlético-PR,2,1
2015,Atlético-MG,Joinville,1,0
2015,Corinthians,Figueirense,2,1
2015,Avaí,Grêmio,1,2
2015,Chapecoense,Sport Recife,1,1
2015,Fluminense,Ponte Preta,2,0
2015,Atlético-PR,Coritiba,2,2
2015,Joinville ,Goias ,2,1
2015,São Paulo,Avaí,1,1
2015,Cruzeiro,Chapecoense,0,1
2015,Grêmio,Palmeiras,1,0
2015,Flamengo,Atlético-MG,0,2
2015,Santos ,Corinthians,1,0
2015,Sport Recife,Vasco,2,1
2015,Figueirense,Internacional,0,0
2015,Avaí,Figueirense,1,1
2015,Grêmio,Atlético-PR,2,1
2015,Palmeiras,Fluminense ,2,1
2015,Ponte Preta,Goias,0,0
2015,Sport Recife,Joinville,2,1
2015,Vasco,Cruzeiro,1,3
2015,Chapecoense ,São Paulo,0,1
2015,Corinthians,Internacional,2,1
2015,Coritiba,Flamengo ,0,1
2015,Atlético-MG,Santos,2,2
2015,Figueirense,Palmeiras,2,1
2015,Fluminense,Sport Recife,0,0
2015,Goias,Avaí,0,1
2015,Internacional ,Coritiba,2,0
2015,Atlético-PR,Vasco,2,0
2015,Joinville,Corinthians,0,1
2015,São Paulo,Grêmio,2,0
2015,Atlético-MG,Cruzeiro,1,3
2015,Flamengo,Chapecoense ,1,0
2015,Santos,Ponte Preta,2,2
2015,Palmeiras,Internacional,1,1
2015,Sport Recife,Goias,1,0
2015,Fluminense,Coritiba,2,0
2015,Avaí,Atlético-MG,1,4
2015,Cruzeiro,Flamengo,1,0
2015,Grêmio,Corinthians,3,1
2015,São Paulo,Santos ,3,2
2015,Atlético-PR,Figueirense,1,0
2015,Chapecoense,Joinville,2,0
2015,Vasco,Ponte Preta,0,3
2015,Figueirense,Cruzeiro ,2,1
2015,Flamengo ,Fluminense ,2,3
2015,Atlético-MG,Vasco,3,0
2015,Corinthians,Palmeiras,0,2
2015,Goias,Grêmio,1,1
2015,Internacional,São Paulo ,0,0
2015,Santos,Sport Recife,2,2
2015,Joinville,Atlético-PR,1,2
2015,Coritiba,Avaí,1,2
2015,Ponte Preta,Chapecoense ,3,1
2015,Cruzeiro,Ponte Preta,1,1
2015,Sport Recife,Coritiba,1,0
2015,Atlético-PR ,Atlético-MG,1,0
2015,Avaí,Flamengo,2,1
2015,Chapecoense,Santos,1,0
2015,Fluminense,Corinthians,0,0
2015,Palmeiras ,Goias ,0,1
2015,Grêmio,Figueirense,1,0
2015,São Paulo,Joinville,3,0
2015,Vasco,Internacional ,1,1
2015,Internacional,Avaí,1,0
2015,Joinville,Palmeiras,0,0
2015,Ponte Preta,São Paulo,1,0
2015,Atlético-MG,Fluminense,4,1
2015,Flamengo,Sport Recife,2,2
2015,Santos,Cruzeiro,1,0
2015,Figueirense,Vasco,0,0
2015,Corinthians,Chapecoense,1,0
2015,Coritiba,Grêmio,2,0
2015,Goias,Atlético-PR ,2,0
2015,Avaí,Santos ,1,1
2015,Vasco,Goias,0,0
2015,Atlético-PR,Internacional,3,0
2015,Cruzeiro,Corinthians,0,1
2015,São Paulo,Flamengo,2,1
2015,Sport Recife,Figueirense ,4,1
2015,Grêmio,Ponte Preta,3,3
2015,Fluminense,Joinville ,1,0
2015,Chapecoense,Coritiba,2,1
2015,Palmeiras,Atlético-MG,2,2
2014,Botafogo,Atlético-MG,0,0
2014,Coritiba,Bahia,3,2
2014,Cruzeiro,Fluminense,2,1
2014,Goias,Chapecoense,4,2
2014,Grêmio,Flamengo ,1,1
2014,Palmeiras,Atlético-PR,1,1
2014,Sport Recife,São Paulo,1,0
2014,Vitória,Santos,0,1
2014,Corinthians,Criciúma,2,1
2014,Figueirense ,Internacional ,1,2
2014,Atlético-MG,Coritiba,1,2
2014,Atlético-PR,Goias ,1,0
2014,Bahia,Grêmio,1,0
2014,Chapecoense,Cruzeiro,1,1
2014,Fluminense ,Corinthians,5,2
2014,Santos,Botafogo,2,0
2014,São Paulo,Figueirense ,1,1
2014,Flamengo,Vitória,4,0
2014,Criciúma,Sport Recife,2,2
2014,Internacional ,Palmeiras ,3,1
2014,Chapecoense,Botafogo,2,0
2014,Corinthians,Grêmio,1,0
2014,Coritiba,Palmeiras,2,0
2014,Cruzeiro,Goias,2,1
2014,Figueirense,Vitória,2,0
2014,Flamengo,Criciúma,1,1
2014,Santos,São Paulo,0,1
2014,Sport Recife,Fluminense,2,2
2014,Bahia ,Atlético-PR,1,2
2014,Internacional,Atlético-MG,2,1
2014,Grêmio,Cruzeiro,1,2
2014,Fluminense,Chapecoense,1,4
2014,Atlético-MG,Flamengo,4,0
2014,Palmeiras,Sport Recife,0,2
2014,Criciúma,Bahia,0,1
2014,Goias,Corinthians,0,1
2014,Vitória,Coritiba,1,1
2014,Atlético-PR,Santos,1,1
2014,Botafogo,Figueirense,0,1
2014,Atlético-MG,Figueirense,1,1
2014,Chapecoense,Vitória,0,1
2014,São Paulo,Palmeiras,2,0
2014,Atlético-PR,Sport Recife,0,1
2014,Bahia,Corinthians,1,2
2014,Flamengo,Coritiba,3,2
2014,Internacional,Goias,1,0
2014,Santos,Cruzeiro,0,1
2014,Criciúma,Grêmio,0,3
2014,Fluminense,Botafogo,1,0
2014,São Paulo,Internacional ,1,1
2014,Corinthians,Santos,1,0
2014,Cruzeiro,Criciúma,3,1
2014,Goias,Bahia,3,0
2014,Figueirense,Chapecoense,1,0
2014,Grêmio,Internacional,4,1
2014,Sport Recife,Flamengo,2,2
2014,Vitória,São Paulo,1,2
2014,Botafogo,Atlético-PR,0,2
2014,Coritiba,Fluminense,1,0
2014,Palmeiras,Atlético-MG,0,2
2014,Bahia,Palmeiras,0,1
2014,Atlético-PR,Atlético-MG,1,0
2014,Flamengo,Chapecoense,3,0
2014,Criciúma,São Paulo,1,2
2014,Cruzeiro,Botafogo,2,1
2014,Santos,Internacional,1,2
2014,Sport Recife,Figueirense,1,0
2014,Corinthians,Coritiba,2,2
2014,Goias,Fluminense,0,2
2014,Grêmio,Vitória,1,0
2014,São Paulo,Goias,3,0
2014,Botafogo,Flamengo,2,1
2014,Internacional,Bahia,2,0
2014,Atlético-MG,Sport Recife,3,2
2014,Chapecoense,Santos,1,1
2014,Coritiba,Grêmio,1,1
2014,Vitória,Criciúma,3,1
2014,Figueirense,Cruzeiro,1,1
2014,Fluminense,Atlético-PR,2,1
2014,Palmeiras,Corinthians,1,1
2014,Sport Recife,Goias,0,1
2014,Chapecoense,São Paulo ,0,0
2014,Santos,Fluminense,0,1
2014,Coritiba,Botafogo,2,0
2014,Grêmio,Figueirense ,1,0
2014,Corinthians,Vitória,2,1
2014,Criciúma,Atlético-PR,0,1
2014,Cruzeiro,Palmeiras,1,1
2014,Flamengo,Internacional,2,0
2014,Bahia ,Atlético-MG,1,1
2014,Botafogo,Sport Recife,1,1
2014,Vitória,Cruzeiro,0,1
2014,Atlético-PR,Flamengo,2,1
2014,Figueirense,Coritiba,4,0
2014,Internacional,Corinthians,1,2
2014,Palmeiras,Santos,1,3
2014,Atlético-MG,Chapecoense,1,0
2014,Fluminense,Criciúma ,4,2
2014,Goias,Grêmio,0,0
2014,São Paulo,Bahia,2,1
2014,Atlético-PR,Figueirense,3,0
2014,Criciúma,Santos,3,0
2014,Sport Recife,Vitória,1,2
2014,Atlético-MG,São Paulo,1,0
2014,Bahia,Chapecoense ,0,1
2014,Flamengo,Cruzeiro,3,0
2014,Internacional,Fluminense,2,1
2014,Palmeiras,Grêmio,2,1
2014,Botafogo,Corinthians,1,0
2014,Goias,Coritiba,3,0
2014,Chapecoense,Internacional ,5,0
2014,Fluminense,Atlético-MG,0,0
2014,Santos,Bahia,1,0
2014,Cruzeiro,Corinthians,0,1
2014,Figueirense,Flamengo,1,2
2014,Grêmio,Sport Recife,2,0
2014,Vitória,Goias,2,2
2014,Botafogo,Palmeiras,0,1
2014,Coritiba,Criciúma,1,0
2014,São Paulo,Atlético-PR,1,0
2014,Goias,Figueirense,1,0
2014,Corinthians,Sport Recife,3,0
2014,Criciúma,Atlético-MG,3,1
2014,Cruzeiro,Internacional,2,1
2014,Coritiba,Atlético-PR,1,0
2014,Flamengo,Santos,0,1
2014,Fluminense,Bahia,1,1
2014,Grêmio,São Paulo,0,1
2014,Vitória,Botafogo,2,1
2014,Palmeiras,Chapecoense,4,2
2014,Figueirense,Palmeiras ,3,1
2014,Internacional,Coritiba,4,2
2014,Santos,Goias,2,0
2014,Atlético-MG,Vitória,2,0
2014,Atlético-PR,Corinthians,1,0
2014,Bahia,Flamengo,2,1
2014,Botafogo,Grêmio,0,2
2014,São Paulo,Fluminense,1,3
2014,Chapecoense ,Criciúma ,1,1
2014,Sport Recife,Cruzeiro,0,0
2014,Atlético-MG,Santos,3,2
2014,Botafogo,Goias,1,0
2014,Palmeiras,Vitória,2,0
2014,Figueirense,Corinthians,1,0
2014,Fluminense,Grêmio,0,0
2014,São Paulo ,Flamengo,2,2
2014,Bahia,Sport Recife,1,0
2014,Chapecoense,Atlético-PR,3,0
2014,Coritiba,Cruzeiro,1,2
2014,Internacional,Criciúma,3,0
2014,Goias,Palmeiras ,6,0
2014,Grêmio,Chapecoense,1,0
2014,Santos,Figueirense,3,1
2014,Corinthians,São Paulo ,3,2
2014,Cruzeiro,Atlético-MG,2,3
2014,Flamengo,Fluminense,1,1
2014,Sport Recife,Coritiba,1,0
2014,Vitória,Bahia,2,1
2014,Criciúma,Botafogo,1,1
2014,Atlético-PR,Internacional,0,1
2014,Grêmio,Santos,0,0
2014,Corinthians,Chapecoense,1,1
2014,Goias,Atlético-MG,2,3
2014,Botafogo,Bahia,2,3
2014,Coritiba,São Paulo,3,1
2014,Palmeiras ,Flamengo,2,2
2014,Figueirense,Criciúma,1,1
2014,Sport Recife,Internacional,0,0
2014,Cruzeiro,Atlético-PR,2,0
2014,Vitória,Fluminense,3,1
2014,Atlético-MG,Grêmio,0,0
2014,Atlético-PR,Vitória,2,0
2014,Criciúma,Goias,1,0
2014,Bahia,Figueirense,3,0
2014,Flamengo,Corinthians,1,0
2014,Internacional,Botafogo,2,0
2014,São Paulo,Cruzeiro,2,0
2014,Santos,Coritiba,2,1
2014,Chapecoense,Sport Recife,3,1
2014,Fluminense,Palmeiras,3,0
2014,Cruzeiro,Bahia ,2,1
2014,Corinthians,Atlético-MG,1,0
2014,Botafogo,São Paulo,2,4
2014,Goias,Flamengo,1,0
2014,Vitória,Internacional,2,0
2014,Coritiba,Chapecoense,3,0
2014,Sport Recife,Santos,3,1
2014,Figueirense ,Fluminense ,1,1
2014,Grêmio,Atlético-PR,1,0
2014,Palmeiras,Criciúma,1,0
2014,Atlético-PR,Palmeiras ,1,1
2014,Bahia,Coritiba,0,0
2014,Internacional,Figueirense ,2,3
2014,Atlético-MG,Botafogo,1,0
2014,Criciúma,Corinthians,0,0
2014,Fluminense,Cruzeiro,3,3
2014,São Paulo,Sport Recife,2,0
2014,Chapecoense,Goias,0,0
2014,Flamengo,Grêmio,0,1
2014,Santos,Vitória,3,1
2014,Goias,Atlético-PR,3,1
2014,Grêmio,Bahia,1,0
2014,Vitória,Flamengo,1,2
2014,Botafogo,Santos,1,0
2014,Corinthians,Fluminense,1,1
2014,Coritiba,Atlético-MG,0,0
2014,Figueirense,São Paulo ,1,1
2014,Sport Recife,Criciúma,2,0
2014,Cruzeiro,Chapecoense,4,2
2014,Palmeiras,Internacional,0,1
2014,Atlético-PR,Bahia,0,0
2014,Goias,Cruzeiro,0,1
2014,Criciúma ,Flamengo,0,2
2014,Fluminense,Sport Recife,4,0
2014,Grêmio,Corinthians,2,1
2014,São Paulo,Santos,2,1
2014,Vitória,Figueirense,0,1
2014,Palmeiras,Coritiba,1,0
2014,Atlético-MG,Internacional,1,0
2014,Botafogo,Chapecoense,1,0
2014,Cruzeiro,Grêmio,1,0
2014,Corinthians,Goias,5,2
2014,Chapecoense,Fluminense ,1,0
2014,Flamengo,Atlético-MG,2,1
2014,Internacional,São Paulo,0,1
2014,Bahia,Criciúma,0,0
2014,Coritiba,Vitória,2,0
2014,Figueirense,Botafogo,1,0
2014,Santos,Atlético-PR,2,0
2014,Sport Recife,Palmeiras,2,1
2014,Botafogo,Fluminense,2,0
2014,Figueirense,Atlético-MG,2,2
2014,Sport Recife,Atlético-PR,1,1
2014,Coritiba,Flamengo,0,1
2014,Cruzeiro,Santos,3,0
2014,Grêmio,Criciúma,2,0
2014,Palmeiras,São Paulo,1,2
2014,Vitória,Chapecoense,0,0
2014,Corinthians,Bahia,1,1
2014,Goias,Internacional,0,1
2014,Atlético-MG,Palmeiras,2,1
2014,Chapecoense,Figueirense,0,1
2014,São Paulo,Vitória,3,1
2014,Atlético-PR,Botafogo,2,0
2014,Flamengo,Sport Recife,1,0
2014,Internacional,Grêmio,2,0
2014,Santos ,Corinthians,0,1
2014,Fluminense,Coritiba,1,1
2014,Bahia,Goias,1,0
2014,Criciúma,Cruzeiro,0,0
2014,Chapecoense,Atlético-MG,1,1
2014,Atlético-MG,Atlético-PR,3,1
2014,Fluminense,Goias,2,0
2014,Internaciona ,Santos ,1,0
2014,Chapecoense,Flamengo,1,0
2014,Coritiba,Corinthians,0,0
2014,Figueirense,Sport Recife,3,0
2014,Palmeiras,Bahia,1,1
2014,Vitória,Grêmio,2,1
2014,Botafogo,Cruzeiro,1,1
2014,São Paulo,Criciúma,1,1
2014,Flamengo ,Botafogo,1,0
2014,Grêmio,Coritiba,2,3
2014,Atlético-PR,Fluminense,0,3
2014,Corinthians,Palmeiras,2,0
2014,Goias,São Paulo,2,1
2014,Sport Recife,Atlético-MG,2,1
2014,Bahia,Internacional,0,1
2014,Criciúma ,Vitória,1,3
2014,Cruzeiro,Figueirense,5,0
2014,Santos,Chapecoense,3,0
2014,Atlético-PR,Criciúma,2,0
2014,Fluminense,Santos,1,0
2014,Goias,Sport Recife,0,0
2014,Internacional,Flamengo ,4,0
2014,Palmeiras,Cruzeiro,1,2
2014,Vitória,Corinthians,0,0
2014,Botafogo,Coritiba,1,0
2014,Atlético-MG,Bahia,1,1
2014,Figueirense ,Grêmio,0,1
2014,São Paulo,Chapecoense,0,1
2014,Cruzeiro,Vitória,3,1
2014,Corinthians,Internacional,2,1
2014,Santos,Palmeiras,2,0
2014,Bahia,São Paulo,0,2
2014,Criciúma,Fluminense,3,2
2014,Flamengo,Atlético-PR,1,2
2014,Coritiba,Figueirense,0,2
2014,Grêmio,Goias,0,0
2014,Sport Recife,Botafogo,1,0
2014,Sport Recife,Bahia ,1,0
2014,Figueirense,Atlético-PR,1,3
2014,Fluminense,Internacional,1,1
2014,Santos,Criciúma,2,0
2014,Chapecoense,Bahia,2,1
2014,Corinthians,Botafogo,1,1
2014,Cruzeiro,Flamengo,3,0
2014,Grêmio,Palmeiras,0,0
2014,Vitória,Sport Recife,0,1
2014,Coritiba,Goias,3,0
2014,São Paulo,Atlético-MG,2,1
2014,Bahia,Santos,0,2
2014,Flamengo,Figueirense,1,1
2014,Atlético-MG,Fluminense ,2,0
2014,Atlético-PR,São Paulo,2,2
2014,Corinthians,Cruzeiro,1,0
2014,Goias,Vitória,0,0
2014,Internacional,Chapecoense,2,0
2014,Criciúma,Coritiba,1,0
2014,Palmeiras ,Botafogo,0,2
2014,Sport Recife,Grêmio,0,0
2014,Atlético-MG,Criciúma,0,0
2014,Botafogo,Vitória,1,1
2014,Chapecoense,Palmeiras,2,0
2014,Internacional,Cruzeiro,1,3
2014,Atlético-PR,Coritiba,2,0
2014,Figueirense,Goias,0,1
2014,Santos ,Flamengo,0,0
2014,Sport Recife ,Corinthians,1,4
2014,São Paulo,Grêmio,1,0
2014,Bahia,Fluminense,0,1
2014,Vitória,Atlético-MG,2,3
2014,Goias,Santos,2,2
2014,Palmeiras,Figueirense,1,0
2014,Corinthians,Atlético-PR,1,1
2014,Fluminense,São Paulo,5,2
2014,Grêmio,Botafogo,2,1
2014,Criciúma,Chapecoense,1,0
2014,Cruzeiro,Sport Recife,2,0
2014,Coritiba,Internacional,1,1
2014,Flamengo,Bahia,1,1
2014,Criciúma ,Internacional,0,0
2014,Santos,Atlético-MG,1,2
2014,Vitória,Palmeiras,0,1
2014,Atlético-PR,Chapecoense,1,1
2014,Corinthians,Figueirense,0,1
2014,Flamengo,São Paulo,0,2
2014,Grêmio,Fluminense ,1,0
2014,Cruzeiro,Coritiba,3,2
2014,Goias,Botafogo,2,0
2014,Bahia ,Vitória,1,1
2014,Coritiba,Sport Recife,0,1
2014,Figueirense ,Santos ,0,2
2014,Atlético-MG,Cruzeiro ,2,1
2014,Chapecoense,Grêmio,1,2
2014,Fluminense,Flamengo,2,0
2014,São Paulo,Corinthians,1,1
2014,Botafogo,Criciúma,6,0
2014,Internacional,Atlético-PR,2,1
2014,Palmeiras,Goias,2,0
2014,Atlético-MG,Goias,0,1
2014,Chapecoense,Corinthians,0,1
2014,Bahia,Botafogo,1,0
2014,Criciúma,Figueirense ,1,0
2014,Flamengo,Palmeiras,4,2
2014,Internacional,Sport Recife,2,1
2014,Fluminense,Vitória,1,2
2014,Atlético-PR ,Cruzeiro,2,3
2014,Santos,Grêmio,0,0
2014,São Paulo,Coritiba,2,2
2014,Figueirense,Bahia,0,2
2014,Goias,Criciúma,1,0
2014,Grêmio,Atlético-MG,2,1
2014,Sport Recife,Chapecoense,2,1
2014,Botafogo,Internacional,2,2
2014,Corinthians,Flamengo ,2,0
2014,Cruzeiro,São Paulo,1,1
2014,Vitória,Atlético-PR,2,2
2014,Palmeiras,Fluminense,0,1
2014,Coritiba,Santos,0,0
